laptop_ID,Company,TypeName,Inches,Cpu,Ram,Memory,OpSys,Weight,Price_euros
1093,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,2.1kg,540.0
1094,HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 7,2.31kg,940.0
1095,Lenovo,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Windows 10,0.99kg,1399.0
1096,Lenovo,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD +  1.0TB Hybrid,Windows 10,4.6kg,3240.0
1097,Lenovo,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Windows 10,0.69kg,646.27
1098,HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.3kg,2049.0
1099,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.18kg,750.0
1100,HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 7,1.54kg,1030.99
1101,HP,Workstation,15.6,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 7,1.9kg,1495.0
1102,Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Windows 7,1.7kg,1199.0
1103,HP,Notebook,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32GB Flash Storage,Chrome OS,1.29kg,615.0
1104,Acer,Notebook,15.6,AMD A8-Series 7410 2.2GHz,4GB,500GB HDD,Windows 10,2.4kg,387.0
1105,Dell,Notebook,15.6,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Linux,2.2kg,393.49
1106,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,No OS,1.86kg,345.99
1107,Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Windows 10,2.7kg,1599.0
1108,Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Windows 10,1.4kg,818.35
1109,HP,Netbook,12.5,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows 7,2.4kg,1599.0
1110,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Windows 10,2.4kg,799.0
1111,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.36kg,638.8
1112,MSI,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows 10,2.6kg,1599.0
1113,HP,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Windows 10,1.96kg,500.0
1114,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.3kg,2299.0
1115,Dell,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Windows 7,1.5kg,1135.15
1116,Dell,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,4GB,128GB SSD,Windows 7,1.5kg,1166.97
1117,Acer,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB SSD,Chrome OS,2.20kg,209.0
1118,HP,Workstation,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Windows 7,3.0kg,2899.0
1119,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Windows 10,2.4kg,1199.0
1120,Dell,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.5kg,1413.1
1121,MSI,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.9kg,1511.19
1122,Lenovo,2 in 1 Convertible,15.6,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Windows 10,2.1kg,867.0
1123,HP,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4GB,1TB HDD,Windows 10,2.1kg,398.0
1124,Asus,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,2.59kg,1339.0
1125,HP,Notebook,13.3,Intel Core M 6Y54 1.1GHz,8GB,256GB SSD,Windows 10,1.16kg,1699.0
1126,Dell,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 7,2.24kg,769.15
1127,Lenovo,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Windows 10,2.1kg,429.0
1128,HP,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Windows 10,1.16kg,1969.0
1129,Lenovo,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Android,0.69kg,549.0
1130,Dell,Ultrabook,13.3,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Windows 10,1.23kg,1379.0
1131,Lenovo,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1.0TB Hybrid,Windows 10,4.6kg,2749.99
1132,Razer,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.25kg,1029.0
1133,Toshiba,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.05kg,2226.0
1134,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,3.52kg,1312.49
1135,Vero,Notebook,13.3,Intel Atom X5-Z8350 1.44GHz,4GB,32GB Flash Storage,Windows 10,1.35kg,196.0
1136,HP,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.16kg,1690.0
1137,HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.43kg,1513.0
1138,Dell,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Linux,2.09kg,523.63
1139,Asus,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Windows 10,2kg,435.0
1140,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.8kg,1669.0
1141,Lenovo,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Windows 10,0.69kg,479.0
1142,HP,Ultrabook,12.5,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows 7,1.26kg,1895.0
1143,Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,No OS,2.4kg,989.0
1144,HP,Gaming,17.3,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Windows 10,3.35kg,1129.0
1145,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Windows 10,2.04kg,629.0
1146,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Windows 7,1.8kg,2050.38
1147,Asus,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,1.5kg,278.0
1148,HP,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.84kg,752.0
1149,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows 10,2.23kg,616.0
1150,Lenovo,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16GB,1.0TB Hybrid,Windows 10,2.5kg,1099.0
1151,HP,Workstation,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows 7,3kg,3949.4
1153,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.5kg,784.0
1154,MSI,Gaming,17.3,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3.78kg,2399.0
1155,HP,Ultrabook,15.6,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 7,1.88kg,2171.72
1156,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Windows 10,2.8kg,2440.0
1157,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.4kg,1142.8
1160,HP,2 in 1 Convertible,13.3,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows 10,1.48kg,1629.0
1161,HP,Workstation,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows 7,2.59kg,2229.0
1162,HP,2 in 1 Convertible,13.3,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows 10,1.48kg,1799.0
1163,HP,Workstation,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Windows 7,2.0kg,1899.0
1164,HP,Ultrabook,12.5,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Windows 7,1.26kg,2296.95
1165,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,2.18kg,1009.9
1166,HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.88kg,1579.0
1167,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.27kg,2339.0
1168,Lenovo,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,No OS,1.9kg,339.0
1169,HP,Notebook,15.6,AMD E-Series 7110 1.8GHz,4GB,500GB HDD,Windows 10,1.86kg,297.0
1170,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,No OS,2.32kg,599.0
1171,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Windows 10,2.62kg,1199.0
1172,Dell,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Windows 10,2.04kg,2250.68
1173,HP,Notebook,15.6,AMD A6-Series A6-9220 2.5GHz,4GB,256GB SSD,Windows 10,1.91kg,478.89
1174,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.7kg,1492.8
1175,Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Windows 7,1.4kg,2299.0
1176,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8GB,1.0TB Hybrid,Windows 10,2.5kg,788.49
1177,HP,2 in 1 Convertible,13.3,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Windows 10,1.48kg,2041.0
1178,Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows 7,1.7kg,1499.0
1179,MSI,Gaming,14.0,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Windows 10,1.7kg,1769.0
1180,HP,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Windows 10,2.62kg,899.0
1181,Lenovo,Notebook,15.6,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Windows 10,2.2kg,459.0
1182,HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,No OS,2.1kg,476.99
1183,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.62kg,1498.0
1184,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.95kg,1390.0
1185,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,2.2kg,468.0
1186,HP,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Windows 10,1.44kg,249.0
1187,MSI,Gaming,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,2.2kg,839.0
1188,HP,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.96kg,679.0
1189,HP,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Windows 10,2.1kg,1159.0
1190,Asus,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Windows 10,2.2kg,369.0
1191,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,No OS,2.1kg,398.0
1192,Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,No OS,2.2kg,709.0
1193,Asus,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Windows 10,2kg,769.0
1194,Lenovo,Notebook,15.6,Intel Core i7 6500U 2.5GHz,4GB,1.0TB Hybrid,Windows 7,2.32kg,825.0
1195,Lenovo,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Windows 10,3.31kg,1305.0
1196,MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,1.91kg,2153.37
1197,HP,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Windows 10,2.07kg,650.0
1198,Lenovo,2 in 1 Convertible,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.36kg,1637.0
1199,Lenovo,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Windows 10,1.54kg,831.0
1200,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Linux,1.98kg,895.01
1201,Acer,Notebook,15.6,Intel Celeron Dual Core N3350 2GHz,4GB,500GB HDD,Windows 10,2.1kg,333.0
1202,HP,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,6GB,1TB HDD,Windows 10,2.18kg,799.0
1203,Asus,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Windows 10,2.591kg,909.0
1204,Dell,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,2.09kg,1179.0
1205,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,2.23kg,691.0
1206,Dell,Ultrabook,13.3,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Linux,1.23kg,1099.0
1207,Acer,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,4.2kg,2599.0
1208,Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Windows 10,2.4kg,819.0
1209,Samsung,2 in 1 Convertible,12.3,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,Chrome OS,1.15kg,659.0
1210,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.86kg,485.0
1211,Apple,Ultrabook,12.0,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Mac OS X,0.920kg,1163.0
1212,Dell,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.6kg,1199.0
1213,HP,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Windows 10,2.21kg,1327.0
1214,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,No OS,1.9kg,368.0
1215,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Windows 10,4.3kg,2150.0
1216,Acer,Notebook,15.6,Intel Celeron Dual Core N3350 2GHz,4GB,1TB HDD,Linux,2.1kg,272.0
1217,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.43kg,2048.9
1218,Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Windows 10,2.3kg,499.0
1219,Lenovo,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,No OS,2.2kg,629.0
1220,Dell,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Windows 10,2kg,1285.0
1221,Dell,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.2kg,2680.0
1222,Asus,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Windows 10,2.2kg,1169.0
1223,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.36kg,889.0
1224,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.91kg,579.0
1225,Lenovo,Notebook,15.6,AMD E-Series 9000 2.2GHz,4GB,500GB HDD,Windows 10,2.2kg,299.0
1226,Acer,Notebook,17.3,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Windows 10,3.3kg,629.0
1227,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.2kg,2449.0
1228,Apple,Ultrabook,12.0,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Mac OS X,0.920kg,1279.0
1229,Asus,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1749.0
1230,MSI,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.43kg,1948.99
1231,Dell,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.191kg,999.0
1232,Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.9kg,1949.0
1233,Acer,Netbook,11.6,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32GB SSD,Chrome OS,1.3kg,174.0
1234,Acer,Notebook,17.3,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,3.3kg,598.0
1235,Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,No OS,2.8kg,539.0
1236,Lenovo,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.6kg,1272.0
1237,Acer,2 in 1 Convertible,14.0,Intel Core i7 7Y75 1.3GHz,8GB,256GB SSD,Windows 10,1.2kg,1149.0
1238,Lenovo,Notebook,15.6,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows 10,2.3kg,1529.0
1239,MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1476.11
1240,HP,Notebook,15.6,AMD A12-Series 9720P 2.7GHz,6GB,1TB HDD,Windows 10,2.1kg,529.0
1241,Dell,Ultrabook,12.5,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows 7,1.26kg,1713.37
1242,Dell,2 in 1 Convertible,15.0,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows 10,2.08kg,509.0
1243,Asus,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Windows 10,2.65kg,309.0
1244,Dell,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.29kg,1477.0
1245,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Linux,2.18kg,521.86
1246,Lenovo,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,2.6kg,1029.0
1247,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1149.0
1248,Lenovo,Netbook,12.5,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,Windows 10,1.3kg,1650.0
1249,Razer,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Windows 10,1.95kg,3499.0
1250,Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Windows 10,2.3kg,469.01
1251,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.7kg,1598.0
1252,Apple,Ultrabook,11.6,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,Mac OS X,1.08kg,959.0
1253,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,2.1kg,478.0
1254,HP,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 7,1.54kg,2198.19
1255,Dell,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 7,2.24kg,737.0
1256,MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.3kg,1169.0
1257,Lenovo,Notebook,13.3,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.4kg,1499.0
1258,Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,Windows 10,2.2kg,597.57
1259,Asus,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.45kg,1280.0
1260,Acer,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,Linux,2.4kg,361.8
1261,Dell,2 in 1 Convertible,17.3,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,2.77kg,1799.0
1262,HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Windows 7,1.54kg,1099.99
1263,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.5kg,1600.0
1264,Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.6kg,875.0
1265,Asus,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.34kg,2325.0
1266,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,No OS,2.3kg,573.0
1267,Dell,2 in 1 Convertible,13.3,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Windows 10,1.24kg,1813.0
1268,Dell,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Linux,2.2kg,324.0
1269,HP,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4GB,500GB HDD,Windows 10,1.86kg,399.0
1270,Lenovo,Notebook,15.6,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,Windows 10,2.4kg,569.0
1271,Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.9kg,1072.0
1272,Dell,Notebook,15.6,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Windows 10,2.2kg,443.99
1273,Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Windows 10,2kg,339.0
1274,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.0kg,1900.0
1275,Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,2.29kg,490.0
1276,Lenovo,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.0TB Hybrid,Windows 7,2.32kg,895.0
1277,MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.4kg,1229.0
1278,Lenovo,2 in 1 Convertible,14.0,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows 10,1.8kg,833.01
1279,Asus,Ultrabook,13.3,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Windows 10,1.2kg,729.0
1280,Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Windows 10,2.3kg,459.0
1281,Acer,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Linux,2.4kg,289.0
1282,Dell,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Windows 10,2.20kg,379.0
1283,Lenovo,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Windows 10,2.6kg,899.0
1284,HP,Notebook,15.6,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,Windows 10,2.04kg,549.99
1285,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Linux,2.3kg,805.99
1286,HP,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Windows 10,1.17kg,209.0
1287,Asus,Notebook,15.6,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Windows 10,2.2kg,720.32
1288,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Windows 10,1.8kg,638.0
1289,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows 10,1.3kg,1499.0
1290,Lenovo,Notebook,14.0,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Windows 10,1.5kg,229.0
1291,HP,Notebook,15.6,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,Windows 10,2.19kg,764.0
1292,Asus,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Windows 10,2.2kg,369.0
1293,Asus,Ultrabook,13.3,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Windows 10,1.2kg,729.0
1294,Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Windows 10,2.3kg,459.0
1295,Acer,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Linux,2.4kg,289.0
1296,Dell,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Windows 10,2.20kg,379.0
1297,Lenovo,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Windows 10,2.6kg,899.0
1298,HP,Notebook,15.6,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,Windows 10,2.04kg,549.99
1299,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Linux,2.3kg,805.99
1300,HP,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Windows 10,1.17kg,209.0
1301,Asus,Notebook,15.6,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Windows 10,2.2kg,720.32
1302,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Windows 10,1.8kg,638.0
1303,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows 10,1.3kg,1499.0
1304,Lenovo,Notebook,14.0,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Windows 10,1.5kg,229.0
1305,HP,Notebook,15.6,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,Windows 10,2.19kg,764.0
1306,Asus,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Windows 10,2.2kg,369.0
